Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
上っ調子,うわっちょうし,uwacchoushi,tính từ na,nhí nhảnh; khinh bạc; nông; không không,,flippant; frivolous; shallow,
上向き,うわむき,uwamuki,danh từ,úp; chổng,,pointing up; pointing upward; upturn,
上積み,うわづみ,uwazumi,động từ,gia; gia tăng; tăng; thêm,,loading on top; piling on top; upper load,
有耶無耶,うやむや,uyamuya,tính từ na,phiếm; vu vơ; hoang mang; vất vưởng,,indefinite; hazy; vague,
右翼,うよく,uyoku,danh từ,hữu phái,,right wing,
蹲る,うずくまる,uzukumaru,động từ,khom; khum; bao chiếm; ngồi xổm,,to crouch; to squat; to cower,
渦巻き,うずまき,uzumaki,danh từ,lốc; xoáy; trôn ốc; xoắn ốc,,whirlpool; maelstrom; vortex,
うずうず,,uzuuzu,động từ,nóng lòng; náo nức; nôn nóng; hăm hở,,itching to do something; impatient; sorely tempted,
和,わ,wa,danh từ,tổng hoà; tổng; hoà thuận; âm hưởng,,sum,
ワード,,wado,danh từ,lời; lời nói; lời hứa; từ,,word,
我儘,わがまま,wagamama,tính từ na,vị kỉ; vị ngã; ích kỉ; buông thả,,selfish; egoist,
和語,わご,wago,danh từ,tiếng Nhật,,Japanese language,
輪ゴム,わゴム,wagomu,danh từ,dây thun,,rubber band; elastic band,
ワゴン,,wagon,danh từ,cỗ xe,,wagon,
和平,わへい,wahei,danh từ,hoà bình,,peace,
ワイド,,waido,tính từ na,rộng rãi; rộng,,wide,
ワイドショー,,waidosho,danh từ,chương trình,,infotainment television program; TV gossip show; (tabloid) talk show,
賄賂,わいろ,wairo,danh từ,tiền cà phê; lễ; hối lộ; mua chuộc,,bribe; sweetener; douceur,
ワイルド,,wairudo,tính từ na,dã; rợ; hoang sơ; hoang vu,,wild,
Ｙシャツ,ワイシャツ,waishatsu,danh từ,sơ mi,,(formal) shirt; dress shirt; business shirt,
わいわい,,waiwai,trạng từ,rinh; cầm cập; ra rả,,noisily; clamorously; boisterously,
ワイヤ,,waiya,danh từ,dây,,wire,
ワイヤレス,,waiyaresu,tính từ,vô tuyến,,wireless,
ワイズ,,waizu,danh từ,khôn; khôn ngoan; tinh khôn; minh triết,,wise,
ワーカー,,waka,danh từ,công nhân,,worker,
和解,わかい,wakai,động từ,chỗ ở; thoả hiệp; khoan nhượng; dàn xếp,,reconciliation; amicable settlement; accommodation,
若い頃,わかいころ,wakaikoro,cụm từ,hoa niên,,one's youth; early life; one's early days,
若者,わかもの,wakamono,danh từ,giới trẻ; bé; thanh xuân; thanh thiếu niên,,young person; youngster; young people,
分からず屋,わからずや,wakarazuya,danh từ,đầu đất,,obstinate person; blockhead,
分かれ目,わかれめ,wakareme,danh từ,xiên; nĩa; dĩa; bước ngoặt,,fork; junction; parting of the ways,
分かり,わかり,wakari,danh từ,trí lự; quan niệm; hiểu biết,,understanding; comprehension,
若さ,わかさ,wakasa,danh từ,thanh xuân; giới trẻ; thanh thiếu niên; tuổi trẻ,,youth; youthfulness,
若手,わかて,wakate,danh từ,bé,,young person,
分かつ,わかつ,wakatsu,động từ,chia; sẻ; phân hoá; chia cắt,,to divide; to separate,
分け,わけ,wake,danh từ,phép chia; sư đoàn; bộ phận; phân loại,,division; splitting; classification,
訳がない,わけがない,wakeganai,cụm từ,dễ; dễ dàng; hanh thông; dễ dãi,,there is no way that ...,
分け前,わけまえ,wakemae,danh từ,chia sớt; san sẻ; chia sẻ; chia xẻ,,share; portion; quota,
弁える,わきまえる,wakimaeru,động từ,phân biệt; biện biệt; phân biệt đối xử; khu biệt,,to discern (e.g. right from wrong); to discriminate; to distinguish,
ワックス,,wakkusu,danh từ,sáp; xi; nến,,wax (esp. for polishing),
若人,わこうど,wakoudo,danh từ,bé,,young person,
ワーク,,waku,danh từ,việc làm; tác phẩm; công cán; công sức,,work,
ワクチン,,wakuchin,danh từ,vắc-xin,,vaccine,
枠外,わくがい,wakugai,danh từ,chỉ giới; giới hạn; cùng; cực độ,,(beyond the) limits; scope; boundary,
枠組み,わくぐみ,wakugumi,danh từ,khung; gọng; bìa; khung cảnh,,frame,
ワークショップ,,wakushoppu,danh từ,xưởng; công xưởng; hội thảo,,workshop,
わくわく,,wakuwaku,động từ,phấn khích,,to be excited; to be nervous; to be thrilled,
喚く,わめく,wameku,động từ,rú; hét; quát; la,,to shout; to cry (out); to yell,
１,ワン,wan,số từ,dặt; chách; một; mốt,,one,
罠,わな,wana,danh từ,bẫy; cạm; cạm bẫy; mỏ,,trap (for catching animals); snare,
ワンちゃん,,wanchan,danh từ,gâu,,doggie; pooch; bow-wow,
ワンダフル,,wandafuru,tính từ na,tuyệt vời; diệu kì; kì diệu; diệu,,wonderful,
わね,,wane,cụm từ,há; phải chăng,,isn't it?; it really is,
ワン子,ワンコ,wanko,danh từ,chó; chó má; cẩu; lục lạc,,dog; doggy; bow-wow,
湾曲,わんきょく,wankyoku,động từ,oằn; gò; đường cong; cua,,curve; bend; crook,
ワンマン,,wanman,tính từ,bạo chúa; ghẹ,,"one-man (show, team, etc.)",
腕白,わんぱく,wanpaku,tính từ na,ngỗ nghịch; bậy bạ; ba trợn; tai quái,,naughty; mischievous; unruly,
腕力,わんりょく,wanryoku,danh từ,sức vóc; thể lực; vũ lực; lực,,strength in one's arms; physical strength; muscular strength,
ワンタッチ,,wantacchi,danh từ,chạm; mó; rớ; sờ mó,,"single touch (of a button, etc.); one-touch operation",
ワッペン,,wappen,danh từ,huy hiệu; phù hiệu; thẻ,,badge (sewn on clothing); embroidered badge; emblem,
ワープ,,wapu,động từ,canh,,warp (fictional faster-than-light spacecraft propulsion),
割れ目,われめ,wareme,danh từ,kẽ hở; kẽ; rạn nứt; cờ rắc,,crack; crevice; split,
我ら,われら,warera,đại từ,nhà quân; ta; choa; chúng tao,,we; us,
割り,わり,wari,danh từ,tỉ giá; nhịp; nhịp độ; suất,,rate; ratio; proportion,
割り当て,わりあて,wariate,danh từ,chỉ tiêu; mác,,allotment; assignment; allocation,
割り当てる,わりあてる,wariateru,động từ,phân công; cấp phát; phân bổ; phân phối,,to assign; to allot; to allocate,
割り引く,わりびく,waribiku,động từ,chiết khấu; giảm giá; giảm thiểu; cởi,,to discount; to reduce (the price); to take off (a percentage),
割り出す,わりだす,waridasu,động từ,tính; hạch toán; tính toán; suy diễn,,to calculate; to compute,
割り切る,わりきる,warikiru,động từ,suy luận; kết luận; quy nạp; suy ngẫm,,to find a clear solution; to come to a clean decision; to give a clear explanation,
割り込み,わりこみ,warikomi,danh từ,cắt ngang; ngắt lời; phá bĩnh; chêm,,queue jumping; breaking into a line; muscling in on,
割り込む,わりこむ,warikomu,động từ,cắt ngang; ngắt lời; phá bĩnh; chêm,,"to cut into (a line, conversation, etc.); to force oneself into (e.g. a crowd); to wedge oneself into",
割に,わりに,warini,trạng từ,khá; tương đối; chẳng thà; khả ái,,comparatively; relatively; fairly,
割安,わりやす,wariyasu,tính từ na,căn cơ; tảo tần; tần tảo,,economical; comparatively cheap,
割り算,わりざん,warizan,động từ,phép chia; sư đoàn; bộ phận,,division,
ワールド,,warudo,danh từ,thế giới; thế gian; thiên hạ; làng,,world,
悪賢い,わるがしこい,warugashikoi,tính từ i,xảo; ranh mãnh; gian hùng; giảo hoạt,,cunning; crafty; wily,
悪気,わるぎ,warugi,danh từ,ác ý,,ill will; malice; evil intent,
鷲,わし,washi,danh từ,đại bàng,,eagle (Accipitridae family),
渡り,わたり,watari,danh từ,văn bản; quá cảnh; du nhập; nhập cảng,,crossing; passage; transit,
渡し,わたし,watashi,danh từ,phà,,ferry (crossing); ferry(boat),
渡し船,わたしぶね,watashibune,danh từ,phà,,ferry; ferryboat,
私たち,わたしたち,watashitachi,đại từ,choa; chúng tao; nhà quân; ta,,we; us,
ワウ,,wau,danh từ,oa; uầy,,wow (audio),
態と,わざと,wazato,trạng từ,chậm rãi,,on purpose; deliberately; intentionally,
災い,わざわい,wazawai,danh từ,vạ; hoạn nạn; tai hoạ; tai ách,,disaster; calamity; misfortune,
態々,わざわざ,wazawaza,trạng từ,vũ công; kinh lạc; chậm rãi,,expressly; especially; specially,
患う,わずらう,wazurau,động từ,bị cảm; đau ốm,,to be ill; to suffer from,
煩う,わずらう,wazurau,động từ,trăn trở; cắn rứt; lo âu; lo,,to worry (about); to be concerned (about),
ウェア,,wea,danh từ,mòn; đội; vận; choàng,,wear; clothing; dress,
ウェブ,,webu,danh từ,màng; váng,,web; World Wide Web,
ウェーブ,,webu,danh từ,sóng; làn sóng; đợt; dợn,,wave (on water),
ウェブページ,,webupeji,danh từ,trang web; trang mạng,,web page; webpage,
ウェブログ,,weburogu,danh từ,bờ lốc; nhật kí web; đăng,,weblog; blog,
ウェブサイト,,webusaito,danh từ,web; trang mạng; trang web,,website; web site,
ウェイ,,wei,danh từ,cách; ngả; phách; lề lối,,way,
ウェイト,,weito,danh từ,khối lượng; cân nặng; trọng lượng; tạ,,weight; body weight,
ウェイトレス,,weitoresu,danh từ,bồi bàn,,waitress,
ウェルカム,,werukamu,danh từ,đón; đón chào; chào mừng; chào đón,,welcome,
ウィーク,,wiku,danh từ,tuần; tuần lễ,,week,
ウィークエンド,,wikuendo,danh từ,cuối tuần,,weekend,
ウィンドウ,,windou,danh từ,cửa sổ; song,,window,
ウィンター,,winta,danh từ,đông; mùa đông,,winter,
や,,ya,trợ từ,tỉ mỉ; bé tí; phút; ngay,,such things as ...; and ... and,
やばい,,yabai,tính từ i,hiểm; hiểm nghèo; nguy; đáng ngại,,dangerous; risky,
野蛮,やばん,yaban,tính từ na,man rợ; dã; man di; rợ,,savage; barbarous; barbaric,
野暮,やぼ,yabo,tính từ na,thô kệch; thô lỗ; chậm tiến; nhà quê,,boorish; unsophisticated; unrefined,
野望,やぼう,yabou,danh từ,tham vọng; hoài bão; chí nguyện; chí hướng,,ambition; aspiration,
敗れる,やぶれる,yabureru,động từ,chiến bại; bại trận; bại; thất bại,,to be defeated; to be beaten; to be unsuccessful,
八千代,やちよ,yachiyo,danh từ,bất diệt; vĩnh cửu; muôn năm; mãi mãi,,very long period; forever,
碼,ヤード,yado,danh từ,cươi; thước Anh; sân; bãi,,yard (unit of distance),
宿る,やどる,yadoru,động từ,cư ngụ; tồn tại; hình thành; sinh tồn,,to dwell (in); to exist (within); to form,
宿す,やどす,yadosu,động từ,chứa; đựng; thâu tóm; nhà cửa,,to house; to contain; to harbour (a feeling),
宿屋,やどや,yadoya,danh từ,khách điếm; lữ quán,,inn,
軈て,やがて,yagate,trạng từ,xổi; chẳng bao lâu; sắp tới; sớm,,before long; soon; shortly,
矢張り,やはり,yahari,trạng từ,y như rằng; y như; rút cục; rốt cuộc,,as expected; sure enough; just as one thought,
野獣,やじゅう,yajuu,danh từ,ác thú; dã thú; chó đểu,,wild beast; wild animal; brute,
喧しい,やかましい,yakamashii,tính từ i,rầm rầm; ầm ĩ; cà tum; ồn,,noisy; loud; clamorous,
薬缶,やかん,yakan,danh từ,siêu; ấm; choé,,kettle,
焼きもち,やきもち,yakimochi,danh từ,máu Hoạn thư,,jealousy,
焼肉,やきにく,yakiniku,danh từ,hỏi cung; chất vấn,,yakiniku; Japanese dish of grilled meat similar to Korean barbecue,
約款,やっかん,yakkan,danh từ,điều; hiệp định; công ước; giao ước,,agreement; stipulation; article,
躍起,やっき,yakki,tính từ na,náo nức; nao nức; tuyệt vọng; bức thiết,,desperate; frantic; excited,
厄,やく,yaku,danh từ,hoạn nạn; vạ; ách vận; oan gia,,misfortune; bad luck; evil,
薬物,やくぶつ,yakubutsu,danh từ,thuốc; thuốc thang; y học; y khoa,,drug; medicine,
躍動,やくどう,yakudou,động từ,đập,,lively motion; throb,
薬学,やくがく,yakugaku,danh từ,dược; dược học; dược khoa; hiệu thuốc,,(study of) pharmacy; pharmaceutics,
役柄,やくがら,yakugara,danh từ,phận; vai; vế,,role,
役員,やくいん,yakuin,danh từ,giám đốc; tiết chế; chóp bu; chỉ huy,,director; executive,
躍如,やくじょ,yakujo,tính từ,sinh động; full HD không che; choé,,vivid; lifelike; graphic,
役回り,やくまわり,yakumawari,danh từ,vai; phận; vế; khúc,,role; part; job,
薬味,やくみ,yakumi,danh từ,gia vị; phụ gia; điều vị; hương liệu,,"condiment (e.g. grated or chopped topping such as daikon, wasabi, ginger, green onion, red pepper); spice",
役に立たない,やくにたたない,yakunitatanai,cụm từ,vô dụng; vô ích; tầm phào; dã tràng,,of no avail; useless,
訳者,やくしゃ,yakusha,danh từ,dịch giả; thông dịch viên,,translator,
躍進,やくしん,yakushin,động từ,ồ; lao; ùa; giội,,making rapid progress; making great advances; rush,
ヤクザ,,yakuza,danh từ,lục lăng; kiếm chác; con bạc,,(member of the) yakuza; gangster; mobster,
薬剤,やくざい,yakuzai,danh từ,thuốc; thuốc thang; y học; y khoa,,medicine; drug,
薬剤師,やくざいし,yakuzaishi,danh từ,dược sĩ; dược sư; hiệu thuốc; nhà thuốc,,pharmacist; chemist,
野球,やきゅう,yakyuu,danh từ,bóng chày,,baseball,
山形,やまがた,yamagata,danh từ,ga-lông; hình nón,,"Yamagata (city, prefecture)",
病,やまい,yamai,danh từ,tật; bệnh; chứng bệnh; thói tật,,illness; disease,
山崩れ,やまくずれ,yamakuzure,động từ,long trời lở đất; sạt lở đất; lở đất; sạt lở,,landslide,
山猫,やまねこ,yamaneko,danh từ,mèo rừng,,"wildcat (European wildcat, Iriomote cat, Tsushima cat, etc.)",
大和,やまと,yamato,danh từ,hoàng bào,,(ancient) Japan; Yamato kingdom; state of Yamato,
山々,やまやま,yamayama,danh từ,núi non; bộn; thí mẹ; hú vía,,(many) mountains,
やむを得ない,やむをえない,yamuoenai,cụm từ,bất khả kháng; đầu nước,,cannot be helped; unavoidable,
柳,やなぎ,yanagi,danh từ,liễu,,willow (any tree of genus Salix),
ヤンキー,,yanki,danh từ,đầu gấu; người Mĩ,,delinquent (youth); delinquency,
矢っ張り,やっぱり,yappari,trạng từ,y như rằng; y như; rút cục; rốt cuộc,,as expected; sure enough; just as one thought,
やれやれ,,yareyare,thán từ,à; ồ; ôi; chào,,oh!; ah!; oh dear!,
槍,やり,yari,danh từ,mâu; giáo; thương; lao,,spear; lance,
やり方,やりかた,yarikata,danh từ,cách; phách; lề lối; phương pháp,,way (of doing); manner; method,
やり切れない,やりきれない,yarikirenai,tính từ i,bất kham; chối; bất nhẫn; khó chịu,,"unable to finish (on time, etc.)",
やり直す,やりなおす,yarinaosu,động từ,lặp lại; tái tục; nối lại,,to do over again; to redo; to start over,
やり取り,やりとり,yaritori,động từ,giao dịch; trao đổi; chuyển đổi; đổi chác,,giving and taking; exchange (of letters); arguing back and forth,
野郎,やろう,yarou,danh từ,chàng trai; anh chàng; hán tử; tay,,guy; fellow; chap,
遣る,やる,yaru,động từ,tấu; diễn tấu; làm; mần,,to do; to undertake; to perform,
やる気,やるき,yaruki,danh từ,chí; ý chí; di chúc; ổ đĩa,,will (to do something); drive; motivation,
安上がり,やすあがり,yasuagari,tính từ na,rẻ; hà tiện; hời; rẻ tiền,,cheap; economical,
